Spalte1,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC05977241,AC05977241,990050728390603338,,,"Barrow, John ; http://d-nb.info/gnd/117583065",<<An>> account of travels into the interior of southern Africa,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Zwei und zwanzigster Band .- Archiv der neuesten und interessantesten Reisebeschreibungen ; Zehnter Band,"<<John Barrow's, Esqs. ehemaligen Sekretärs des Grafen Macartney, Ober=Rechnungsrathes auf dem Vorgebirge der guten Hoffnung und Sekretärs des General=Lieutenants, Franz Dundas, während dessen dasiger Regierung,>> neue Reise in das Jnnere von Südafrika $ Aus dem Englischen mit Anmerkungen übersetzt von J. A. Bergk",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jn Kommission bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1805,1805,"4 ungezählte Seiten, VIII, 429 Seiten, 3 ungezählte Seiten, 2 ungezählte Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Karte","2 Illustrationen, 1 Karte",2,1,8°,"1 Kupferstich-Illustration als Frontispiz, 1 Kupferstich-Karte (""Küste von Africa von der Tatelbay am Cap der Guten Hoffnung bis zur Saldanhabay""), 1 Kupferstich-Illustration (gestochen von J. Blaschke). - Einfache Zierleisten ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas","Seite [I]-VIII: Vorrede des Übersetzers Johann Adam Bergk, Datum Leipzig 07.10.1804",,ger,eng,Aus dem Englischen übersetzt,,"Semple, Robert ; http://d-nb.info/gnd/121232832",,"Bergk, Johann Adam ; http://d-nb.info/gnd/116132655",,,"Blaschke, János ; http://d-nb.info/gnd/116200170",,,,Nebst Robert Semple's Beschreibung der Capstadt und Schilderung seiner Einwohner,"Semple, Robert ; Walks and sketches at the Cape of Good Hope, to which is subjoined a journey from Cape Town to Blettenberg's Bay",Südafrika ; Reisebericht ; Reise ; Südafrika ; Geschichte 1799-,TravelogueD19 Afrika,,288338-B MAG,ZFID,
AC13290213,AC13290213,990057721080603338,http://data.onb.ac.at/ABO/%2BZ258872504,Z258872504,"Charpentier de Cossigny, Joseph François ; http://d-nb.info/gnd/100078095",Voyage à Canton,Magazin von merkwürdigen neuen Reisebeschreibungen ; Zwei und zwanzigster Band,"Reise nach China und Bengalen $ Aus dem Französischen übersetzt. Nebst Betrachtungen über die Sitten und Gebräuche der Einwohner der Süd=See=Jnseln. Als Anhang . Mit einer Landkarte $ Von Charpentier=Cossigny, Ex=Jngenieur",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,in der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1801,1801,"X, 424 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,Auch m.d.GT.: Neues Magazin von merkwürdigen Reisebeschreibungen,"Faltkarte in Kupferstich (Karte Vom Westlichen Arm Des Ganges, gestochen von Carl Jättnig). - Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 109",,ger,fre,Aus dem Französischen übersetzt,,"Babié de Bercenay, François ; http://d-nb.info/gnd/130192309",,,,,"Jättnig, Karl ; http://d-nb.info/gnd/131710796",,,,,"Babié de Bercenay, François ; http://d-nb.info/gnd/130192309",Reise ; China ; Bengalen ; Geschichte,TravelogueD19 Asien,,393869-B.22 MAG,ZKAR,
AC15293945,AC15293945,9958541768803338,http://data.onb.ac.at/ABO/%2BZ255404807,Z255404807,"Winterbottom, Thomas Masterman ; http://d-nb.info/gnd/117410217",<<An>> account of the native Africans in the neighbourhood of Sierra-Leone ; http://viaf.org/viaf/1309158915861250000002,"Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde / hrsg. von M. C. Sprengel [fortges. von T. F. Ehrmann] ; Drey und zwangister Band, [1]",<<Thomas Winterbottom's  Arztes der Brittischen Kolonie zu Freetown>> Nachrichten von der Sierra=Leona=Küste und ihren Bewohnern $ Nebst einer Schilderung der dortigen Brittischen Kolonie. Aus dem Englischen $ Mit einer Einleitung und Zusätzen herausgegeben von Theophil Friedrich Ehrmann. Mit einer Charte,,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des F. S. privil. Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1805,1805,"4 ungezählte Seiten, XXVIII, 420 Seiten, 1 ungezähltes gefaltetes Blatt Karte, XLIV, 110 Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel","1 Illustration, 1 Karte",1,1,8°,"1 Kupferstich-Karte, 1 Kupferstich-Illustration. - Zierleisten im Text ; Fußnoten",,,,ger,eng,Aus dem Englischen  übersetzt,,"Hockin, John P. ; http://d-nb.info/gnd/1055558969","Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337","Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337","Hockin, J. P.",,,,,Reisebericht,,"Hockin, John P. ; Supplement to the account of the Pelew Islands","Sierra Leone ; Forschungsreise ; Winterbottom, Thomas Masterman ; Geschichte 1792- ; Entdeckungsreise ; Palauinseln ; Cluers, ... ; Geschichte 1790",TravelogueD19 Afrika Ozeanien,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren (Übersetzungen),187672-B.23 MAG .- UNASSIGNED,ZKAR ; ZKAR,
AC15275959,AC15275959,9958537674703338,http://data.onb.ac.at/ABO/%2BZ258873004,Z258873004,"Pons, F. J. <<de>> ; http://d-nb.info/gnd/172311403","Voyage à la partie Orientale de la Terre-Ferme dans l'Amérique Méridionale fait pendant les années 1801, 1802, 1803 et 1804",Magazin von merkwürdigen neuen Reisebeschreibungen ; Vier und zwanzigster Band = Neues Magazin von merkwürdigen Reisebeschreibungen ; Fünfter Band,"Reise in den östlichen Theil von Terrafirma in Süd-Amerika, unternommen in den Jahren 1801, 1802, 1803 und 1804 $ von Depons, Ex=Agenten der französischen Regierung zu Caracas. Aus dem Französischen übersetzt von Chr. Weyland, Herzogl. Sachsen=Weimarschen Legationsrath",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung ; Gedruckt bei Karl Friedrich Amelang,Vossische Buchhandlung ; (DE-588)64386-5,"Amelang, Carl Friedrich ; http://d-nb.info/gnd/128440694",1808,1808,"2 ungezählte Seiten, VIII, 394 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,1 Kupferstich-Karte,"Bibliografischer Nachweis: Engelmann, 110 ; Bibliografie Reiseliteratur Eutin. - Gekürzter Auszug, im französchichen Original in 3 Bände erschienen","Seite [III]-VI: Vorrede des Übersetzer, Datum Weimar, 16.07.1807",,ger,fre,Aus dem Französischen übersetzt,,,,"Weyland, Philipp Christoph ; http://d-nb.info/gnd/117332704",,,,,,Reisebericht,,,Südamerika ; Reise ; Geschichte 1801-1804,TravelogueD19 Südamerika,,393869-B.29 MAG,ZKAR,
AC13290216,AC13290216,990057721130603338,http://data.onb.ac.at/ABO/%2BZ25887270X,Z25887270X,"Sonnini, Charles Sigisbert ; http://d-nb.info/gnd/117637858",Voyage en Grèce et en Turquie,Magazin von merkwürdigen neuen Reisebeschreibungen ; Vier und zwanzigster Band,Reise nach Griechenland und der Türkei $ auf Befehl Ludwig XVI. unternommen $ von C. S. Sonnini. Aus dem Französischen übersezt und mit Anmerkungen versehen von Ch. Weyland. Mit einem Kupfer,,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1801,1801,"VI, 414 Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist eine Kupferstich-Illustration,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1049 ; Engelmann II, 994 ; Bibliografie Reiseliteratur Eutin",,,ger,fre,Aus dem Französischen übersetzt,,,,"Weyland, Philipp Christoph ; http://d-nb.info/gnd/117332704",,,,,,Reisebericht,,,Griechenland ; Reise ; Geschichte 1801 ; Türkei ; Reise ; Geschichte 1801 ; Osmanisches Reich ; Gesandtschaft ; Geschichte 1801,TravelogueD19 Asien Europa ; TravelogueD19 Orient,,393869-B.24 MAG,ZKAR,
AC13290218,AC13290218,990057721160603338,http://data.onb.ac.at/ABO/%2BZ258872802,Z258872802,"Denon, Vivant ; http://d-nb.info/gnd/118671499",Voyage dans la basse et la haute Egypte,Magazin von merkwürdigen neuen Reisebeschreibungen ; Fünf und zwanzigster Band = Neues Magazin von merkwürdigen Reisebeschreibungen ; Erster Band,"<<Vivant Denon's>> Reise in Nieder= und Ober=Aegypten, während der Feldzüge des Generals Bonaparte $ Aus dem Französischen übersetzt und mit einigen Anmerkungen begleitet von Dieterich Tiedemann",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1803,1803,"4 ungezählte Seiten, XVIII, 376 Seiten, 4 ungezählte gefaltete Blätter Bildtafeln, 4 ungezählte Blätter Bildtafeln",8 Illustrationen,8,,8°,"Die Illustrationen sind 8 Kupferstich-Illustrationen (gestochen von Johann Daniel Laurenz, Gottfried Arnold Lehmann, Eberhard Siegfried Henne, Meno Haas)",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Auch mit dem Gesamtitel: Neues Magazin von merkwürdigen Reisebeschreibungen ; 1,Seite [III]-VIII: Vorrede des Übersetzers. - Seite [IX]-XVIII: Vorrede des Verfassers,,ger,fre,Aus dem Französischen übersetzt,,,,"Tiedemann, Dieterich ; http://d-nb.info/gnd/117376280",,,"Laurenz, Johann Daniel ; http://d-nb.info/gnd/131447416 .- Lehmann, Gottfried Arnold ; http://d-nb.info/gnd/136595944 .- Henne, Eberhard Siegfried ; http://d-nb.info/gnd/131600729 .- Haas, Meno ; http://d-nb.info/gnd/122996399",,,Reisebericht,,,Ägypten ; Reisebericht 1798-1801 ; Feldzug ; Ägypten ; Napoleon ; Geschichte 1798-1799,TravelogueD19 Orient ; TravelogueD19 Afrika,,393869-B.25 MAG,ZKAR,
AC13290219,AC13290219,9958541561503338,,,"Acerbi, Giuseppe ; http://d-nb.info/gnd/119372843","Travels through Sweden, Finland and Lapland to the North Cape in the years 1798 and 1799 ; (DE-588)4485120-0",Magazin von merkwürdigen neuen Reisebeschreibungen ; Sechs und zwanzigster Band = Neues Magazin von merkwürdigen Reisebeschreibungen ; Zweiter Band,"Reise durch Schweden und Finnland, bis an die äußersten Grenzen von Lappland, in den Jahren 1798 und 1799 $ Von Joseph Acerbi. Aus dem Englischen übersetzt von Ch. Weyland. Nebst berichtigenden Bemerkungen eines sachkundigen Gelehrten. Mit zwei Kupfern und einer Landkarte",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1803,1803,"IV, 520 Seiten, 2 ungezählte gefaltete Blätter Bildtafeln, 1 ungezähltes gefaltetes Blatt Karte","2 Illustrationen, 1 Karte",2,1,8°,"2 Kupferstich-Illustrationen, 1 Kupferstich-Karte von Norwegen und Schweden (gestochen von Carl Jättnig, Berlin)","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0006. - Auch mit dem Gesamttitel.: Neues Magazin von merkwürdigen Reisebeschreibungen ; 2",,,ger,eng,Aus dem Englischen übersetzt,,,,"Weyland, Philipp Christoph ; http://d-nb.info/gnd/117332704",,,"Jättnig, Karl ; http://d-nb.info/gnd/131710796",,,Reisebericht,,,Reise ; Skandinavien ; Geschichte 1798-1799,TravelogueD19 Europa,,393869-B.26 MAG,ZKAR,
AC15276347,AC15276347,9958537670903338,,,"Azara, Félix <<de>> ; http://d-nb.info/gnd/119031795",Viajes por la América del Sur ; http://viaf.org/viaf/307981755,Magazin von merkwürdigen neuen Reisebeschreibungen ; Ein und dreissigster Band = Neues Magazin von merkwürdigen Reisebeschreibungen ; Achter Band,"Reise nach Süd=Amerika von Don Felix von Azara in den Jahren 1781 bis 1801 $ Aus dem Spanischen mit Anmerkungen und einer Nachricht von dem Leben des Verfassers herausgegeben von Walkenaer. Aus dem Französischen übersetzt von Ch. Weyland, Herzogl. Sachsen=Weimarschem Legationsrath",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,in der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1810,1810,"4 ungezählte Seiten, XXVI, 479 Seiten, 1 gefaltetes Blatt Karte",1 Karte,,1,8°,"Die Illustration ist 1 Kupferstich-Karte (""Charte von Paraguay und Buenos-Ayres"", gestochen von A. Bürck). - Einfache Zierleisten ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Nach der französischen Übersetzung von C. A. Walckenaer ""Voyage dans l'Amérique méridionale""","Seite [I]-IV: Vorrede des Übersetzers, Datum Weimar 20.03.1810",,ger,spa,"Aus dem Französischen übersetzt, Originalsprache des Werkes ist Spanisch",,,,"Walckenaer, C. A. ; http://d-nb.info/gnd/117116661 .- Weyland, Philipp Christoph ; http://d-nb.info/gnd/117332704",,,"Bürck, A. ; http://d-nb.info/gnd/130490369",,,Reisebericht,,,Südamerika ; Forschungsreise ; Geschichte 1781-1801,TravelogueD19 Südamerika,,393869-B.31 MAG,ZKAR,
AC14498738,AC14498738,990057724590603338,http://data.onb.ac.at/ABO/%2BZ258873405,Z258873405,"Henderson, Ebenezer ; http://d-nb.info/gnd/1055205470",Iceland or the journal of a residence in the island during the years 1814 and 1815,Magazin von merkwürdigen neuen Reisebeschreibungen ; Vier und dreissigster Band = Neues Magazin merkwürdiger Reisebeschreibungen ; Zehnter Band,<<Ebenezer Henderson>> Jsland $ Oder: Tagebuch seines Aufenthaltes daselbst in den Jahren 1814 und 1815 $ Aus dem Englischen übersetzt von C. F. Franceson,Erster Theil ; Mit einer Karte in Steindruck,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,Berlin ; http://d-nb.info/gnd/4005728-8,Jn der Vossischen Buchhandlung ; gedruckt bei August Petsch,Vossische Buchhandlung ; (DE-588)64386-5,"Petsch, August ; http://d-nb.info/gnd/1037564421",1820,1820,"6 ungezählte Seiten, 393 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,1 Karte in Lithografie. - Einfache Zierleisten ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,Seite 3-53: Einleitung,,ger,eng,Aus dem Englischen übersetzt,,,,,,,,,,Reisebericht,,,Forschungsreise ; Geschichte 1814-1815 ; Island,TravelogueD19 Europa,,393869-B.34 MAG,ZKAR,
AC05739398,AC05739398,9958722160103338,http://data.onb.ac.at/ABO/%2BZ151692006,Z151692006,"Robin, Charles César ; http://d-nb.info/gnd/140796754",Voyages dans l'intérieur de la Louisiane,Bibliothek der neuesten und interessantesten Reisebeschreibungen ; Sechs und dreissigster Band .- Magazin der neuesten und interessantesten Reisebeschreibungen ; Zwölfter Band,"<<C. C. Robin's>> Reisen nach dem Jnnern von Louisiana, dem westlichen Florida und auf die Jnseln Martinique und St. Domingo $ in den Jahren 1802, 1803, 1804, 1805 und 1806 $ Aus dem Französischen von K. L. M. Müller",Zweyter Theil,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Jn Commission bey B. Ph. Bauer,"Bauer, Bernhard Philipp ; http://d-nb.info/gnd/1037495934","Bauer, Bernhard Philipp ; http://d-nb.info/gnd/1037495934",1810,1810,"4 ungezählte Seiten, Seite 9-360, 1 ungezählte Seite, 2 ungezählte gefaltete Blätter Bildtafeln",2 Illustrationen,2,,8°,Die Illustrationen sind 2 Kupferstich-Illustrationen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 183",,,ger,fre,Aus dem Französischen übersetzt,,,,"Müller, Karl Ludwig Methusalem ; http://d-nb.info/gnd/117602418",,,,,,Reisebericht,,,Reise ; Florida ; Louisiana ; Martinique ; Santo Domingo ; Dominica ; Geschichte 1802-1806,TravelogueD19 Nordamerika,,6.M.53.(Vol.2) PRUNK,ZALT,
AC08425985,AC08425985,9958734578603338,http://data.onb.ac.at/ABO/%2BZ183596707,Z183596707,"Péron, François ; http://d-nb.info/gnd/118936530",Voyage de découvertes aux terres australes ; http://viaf.org/viaf/183025621,Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde ; Sieben und dreissigster Band,"Entdeckungsreise nach Australien $ unternommen auf Befehl Sr. Maj. des Kaisers von Frankreich und Königs von Jtalien mit den Korvetten der Geograph und der Naturalist, und der Goelette Kasuarina in den Jahren 1800 bis 1804 $ Beschrieben von Fr. Aug. Peron, Naturforscher bei dieser Expedition, Correspondent des Jnstituts von Frankreich, Mitglied der Gesellschaft der Gesundheitsschule, der philomatischen und medicinischen Gesellschaft zu Paris. Aus dem Französischen übersetzt und mit einigen Anmerkungen versehen von  T. F. Ehrmann",Erster Theil ; den Schluß des Reiseberichts enthaltend,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1808,1808,"VIII, 494 Seiten, 2 gefaltete Blätter","1 Illustration, 1 Karte",1,1,8°,"1 Kupferstich-Illustration, 1 Kupferstich-Karte. - Einfache Zierleisten ; Fußnoten",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,Seite [III]-IV: Vorbericht der Herausgeber,,ger,fre,Aus dem Französischen übersetzt,,,,"Ehrmann, Theophil Friedrich ; http://d-nb.info/gnd/115368337",,,,,,Reisebericht,,,Entdeckungsreise ; Australien ; Geschichte 1800-1804,TravelogueD19 Ozeanien,,*38.W.16.(Vol.1) PRUNK .- UNASSIGNED,ZALT ; ZKAR,
AC08426287,AC08426287,9958722162603338,http://data.onb.ac.at/ABO/%2BZ119559708,Z119559708,"Mountnorris, George Annesley ; http://d-nb.info/gnd/123087392","Voyages and travels to India, Ceylon, the Red Sea, Abyssinia and Egypt ; 1809",Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde ; Vier und vierzigster Band,"<<Georg Viscount Valentia's und Heinrich Salt's>> Reisen nach Indien, Ceylon, dem rothen Meere, Abyssinien und Aegypten $ in den Jahren 1802, 1803, 1804, 1805 u. 1806 $ Aus dem Englischen im Auszuge übersetzt und mit einigen Anmerkungen begleitet von Friedrich Rühs",Erster Theil,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des Landes=Jndustrie=Comptoirs,,Geographisches Institut zu Weimar ; http://d-nb.info/gnd/1055521-3 .- Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1811,1811,"X, 622 Seiten",,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,Seite [V]-VI: Vorrede des Übersetzers Rühs,,ger,eng,Aus dem Englischen übersetzt,,"Salt, Henry ; http://d-nb.info/gnd/117618179",,"Rühs, Friedrich ; http://d-nb.info/gnd/104359714",,,,,,Reisebericht,,,Reise ; Indien ; Sri Lanka ; Ägypten ; Äthiopien ; Geschichte 1802-1806,TravelogueD19 Asien Afrika ; TravelogueD19 Orient,,2.Y.5.(Vol.1) PRUNK .- UNASSIGNED,ZALT ; ZKAR,
AC15247369,AC15247369,9958530058603338,http://data.onb.ac.at/ABO/%2BZ119559800,Z119559800,"Mountnorris, George Annesley ; http://d-nb.info/gnd/123087392","Voyages and travels to India, Ceylon, the Red Sea, Abyssinia and Egypt ; 1809",Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde ; Fünf und vierzigster Band,"<<Georg Viscount Valentia's und Heinrich Salt's>> Reisen nach Jndien, Ceylon, dem rothen Meere, Abyssinien und Aegypten in den Jahre 1802, 1803, 1804, 1805 u. 1806 $ Aus dem Englischen im Auszuge übersetzt und mit einigen Anmerkungen begleitet von Friedrich Rühs",Zweiter Theil ; Mit einer Charte vom rothen Meere,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des Landes=Jndustrie=Comptoir,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1811,1811,"6 ungezählte Seiten, 706 Seiten, 2 ungezählte gefaltete Blätter Karten",2 Karten,,2,8°,2 Kupferstich-Karten,,,,ger,eng,Aus dem Englischen übersetzt,,,,"Rühs, Friedrich ; http://d-nb.info/gnd/104359714","Salt, Henry ; http://d-nb.info/gnd/117618179",,,,,Reisebericht,,,Reise ; Indien ; Sri Lanka ; Ägypten ; Äthiopien ; Geschichte 1802-1806,TravelogueD19 Asien,,2.Y.5.(Vol.2) PRUNK .- UNASSIGNED,ZALT ; ZKAR,
AC08423986,AC08423986,9958722159003338,http://data.onb.ac.at/ABO/%2BZ136479003,Z136479003,,,"Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde / hrsg. von M. C. Sprengel [fortges. von T. F. Ehrmann] ; Sechs und vierzigster Band, Erster Theil",Neueste Beiträge zur Kunde der Jnsel Madagaskar $ Aus dem Französischen. Mit einer Charte,,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des H. S. privil. Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1812,1812,"X Seiten, 2 ungezählte Seiten, 168 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,,"1 Kupferstich-Karte (""Carte des Iles de Madagascar""). - Zierleisten, ; Fußnoten","Enthält 4 Berichte aus den von Malte-Brun herausgegeben ""Annales des Voyages"" und dem 27. Band der ""Allgemeinen Geographischen Ephemeriden""",,,ger,fre,Enthält aus dem Französischen übersetzte Expressionen,,"Capmartin, ... .- Fressange, J. B.",,,,,,,,,,Annales des voyages de la géographie et de l'histoire ou collection des voyages nouveaux .- Allgemeine Geographische Ephemeriden,Forschungsreise ; Madagaskar ; Geschichte 1802-1803,TravelogueD19 Afrika,,2.V.23 PRUNK .- UNASSIGNED,ZALT ; ZKAR,
AC08423898,AC08423898,9958732680503338,http://data.onb.ac.at/ABO/%2BZ169419601,Z169419601,"Pike, Zebulon Montgomery ; http://d-nb.info/gnd/119477157",Exploratory travels through the western territories of North America,Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde / hrsg. von M. C. Sprengel [fortges. von T. F. Ehrmann] ; Acht und vierzigster Band,"Reise durch die westlichen Gebiete vo Nord=America, $ enthaltend die Tagebücher der Reisen von St. Louis, den Missisippi hinauf bis an die Quellen dieses Flusses ; durch das Jnnere von Louisiana, und durch die nordöstlichen Provinzen von Neu-Spanien, gemacht in den Jahren 1805, 1806 u. 1807 auf Befehl der Regierung der Vereinigten Staaten $ Von Zebulon Montgomery Pike, Major der Jnfanterie. Aus dem Englischen übersetzt von Ph. Ch. Weyland",,,Weimar,Weimar ; http://d-nb.info/gnd/4065105-8,Weimar ; http://d-nb.info/gnd/4065105-8,im Verlage des Landes=Jndustrie=Comptoirs,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,Landes-Industrie-Comptoir zu Weimar ; http://d-nb.info/gnd/501775-0,1813,1813,"XVI, 556 Seiten, 1 gefaltetes Blatt, 1 ungezähltes gefaltetes Blatt",2 Karten,,2,,"1 gefaltetetes Blatt Tabelle (enthält eine statistische Übersicht über alle indianischen Nationen, die am Mississippi wohnen), 1 Tabelle (Statistische Übersicht), 1 gefaltete Karten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 102",Seite V-X: Vorbericht des Übersetzers. - Seite XI-XIV: Einleitung des Verfassers,,ger,eng,Aus dem Englischen übersetzt,,,,"Weyland, Philipp Christoph ; http://d-nb.info/gnd/117332704",,,,,,Reisebericht,,,Nordamerika ; Westen ; Reise ; Geschichte 1805-1807,TravelogueD19 Nordamerika,,*31.D.28 PRUNK .- UNASSIGNED,ZALT ; ZKAR,
