Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Illustrationen not dig,Foldouts,Foldouts not dig,Karten not dig,Kommentar,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC06604877,990048964730603338,http://data.onb.ac.at/ABO/%2BZ171717908,Z171717908,"Kratter, Franz ; http://d-nb.info/gnd/137741189",Briefe über den itzigen Zustand von Galizien ; 1786,,Briefe über den itzigen Zustand von Galizien $ Ein Beitrag zur Statistik und Menschenkenntnis $ [Franz Kratter],Erster Theil,,Leipzig,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,"Jm Verlag G. Ph. Wucherer, und in in Kommission bei G. J. Beer","Wucherer, Georg Philipp ; http://d-nb.info/gnd/119074532","Wucherer, Georg Philipp ; http://d-nb.info/gnd/119074532",1786,1786,"1 ungezähltes Blatt, 14 ungezählte Seiten, 276 Seiten",2 Illustrationen,2,,0,0,0,0,0,8°,Die Illustration ist 1 Kupferstich-Illustratione als Frontispiz und 1 illustrierender  Titelkupfer,"Druckort fingiert, tatsächlich gedruckt in Wien. - Anonym erschienen, Verfasser bibliografisch ermittelt",Teil 1 und 2 sind zusammen erschienen,,ger,,,,,,,,,,,,Briefsammlung ; Reisebericht,,,Galizien ; Geschichte 1786 ; Galizien ; Polemik ; Geschichte 1786 ; Quelle ; Deutsch ; Briefliteratur ; Geschichte 1786 ; Quelle,TravelogueD18 Europa,,MF 2054 MIK .- 44682-A.1 MAG,ZNEU ; ZALT,
AC06604909,990048964750603338,,,"Kratter, Franz ; http://d-nb.info/gnd/137741189",Briefe über den itzigen Zustand von Galizien ; 1786,,Briefe über den itzigen Zustand von Galizien $ Ein Beitrag zur Statistik und Menschenkenntnis $ [Franz Kratter],Zweiter Theil,,Leipzig,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,"Jm Verlag G. Ph. Wucherer, und in in Kommission bei G. J. Beer","Wucherer, Georg Philipp ; http://d-nb.info/gnd/119074532","Wucherer, Georg Philipp ; http://d-nb.info/gnd/119074532",1786,1786,"1 ungezähltes Blatt, 12 ungezählte Seiten, 244 Seiten",1 Illustration,1,,0,0,0,0,0,8°,Die Illustration ist 1 Kupferstich-Illustration auf dem Titelblatt,"Druckort fingiert, tatsächlich gedruckt in Wien. - Anonym erschienen, Verfasser bibliografisch ermittelt",Teil 1 und 2 sind zusammen erschienen,,ger,,,,,,,,,,,,Briefsammlung ; Reisebericht,,,Galizien ; Geschichte 1786 ; Galizien ; Polemik ; Geschichte 1786 ; Quelle ; Deutsch ; Briefliteratur ; Geschichte 1786 ; Quelle,TravelogueD18 Europa,,44682-A.2 MAG,ZALT,
AC13085175,990049048010603338,"http://data.onb.ac.at/ABO/%2BZ222178304;
http://data.onb.ac.at/ABO/%2BZ174226109","Z222178304;
Z174226109","Gercken, Philipp Wilhelm ; http://d-nb.info/gnd/11656587X","Reisen durch Schwaben, Baiern, angränzende Schweiz, Franken und die Rheinischen Provinzen",,"<<Philipp Wilhelm Gercken>> Reisen durch Schwaben, Baiern, die angränzende Schweiz, Franken, die Rheinische Provinzen und an der Mosel etc. in den Jahren 1779-1785, $ nebst Nachrichten von Bibliotheken, Handschriften, Archiven, Römisch. Alterthümern, Polit. Verfassung, Landwirthschaft und Landesproducten, Fabriken, Manufacturen, Sitten, Kleidertrachten, Sprache etc. m. K.","III. Theil ; von verschiedenen Ländern am Rhein, an der Mosel und an der Lahn etc.",,Stendal,Stendal ; http://d-nb.info/gnd/4057260-2,Stendal ; http://d-nb.info/gnd/4057260-2,Auf Kosten des Verfassers ; gedruckt bey Franzen und Grosse,"Gercken, Philipp Wilhelm ; http://d-nb.info/gnd/11656587X",Franzen und Grosse ; http://d-nb.info/gnd/6146486-7,1786,1786,"10 ungezählte Seiten, 462 Seiten, 2 ungezählte Seiten, 1 ungezähltes Blatt",1 Schriftbeispiel,,,0,0,0,0,0,8°,1 Schriftbeispiel. - Holzschnitt-Vignetten und Initialen im Text ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Stuck I, 566","Ungezählte Seite 3-6: Widmungsvorrede des Verfassers an Franz Wilhelm, Graf von Oettingen, Datum Frankfurt 18.04.1786. - Ungezählte Seite 7-10: Vorrede, Datum Frankfurt 18.04.1786",,ger,,,,,,,,,"Berndt, Johann Christian ; http://d-nb.info/gnd/137456972","Gercken, Philipp Wilhelm ; http://d-nb.info/gnd/11656587X","Oettingen-Baldern, Franz Wilhelm <<zu>> ; http://d-nb.info/gnd/117108472",Reisebericht,,,Reise ; Westdeutschland ; Geschichte 1779-1785,TravelogueD18 Europa,,28.V.3.(Vol.3) MAG .- 270649-B.4 MAG .- 270649-B.3 MAG,ZHAN ; ZFID ; ZFID,
AC15245810,9958530071603338,"http://data.onb.ac.at/ABO/%2BZ198357703;
http://data.onb.ac.at/ABO/%2BZ98086205;
http://data.onb.ac.at/ABO/%2BZ164418606","Z198357703;
Z98086205;
Z164418606","Cook, James ; http://d-nb.info/gnd/118522027","Account of a voyage round the world, in the years 1768, 1769, 1770 and 1771",Sammlung der besten Reisebeschreibungen ; Zehnter Band,"Reise um die Welt $ des Lieutenants J. Cook Befehlshaber des englischen Schiffs der Endeavour in den Jahren 1768, 1769, 1770, 1771",Fortsetzung [das heißt 4],,Troppau,Brünn ; http://d-nb.info/gnd/4008456-5,Brünn ; http://d-nb.info/gnd/4008456-5,"gedruckt bei Joseph Georg Traßler, und im Verlage der Kompagnie","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1786,1786,300 Seiten,,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Fußnoten ; Zierleisten im Text,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Der Titel ist Seite 3 entnommen,,,ger,eng,Aus dem Englischen übersetzt,,,,,,,,,,Reisebericht,,,Entdeckungsreise ; Weltreise ; Geschichte 1768-1771,TravelogueD18 Südamerika Asien Ozeanien,,214905-A.10 MAG .- 251353-A.10 MAG .- 265006-A.10 MAG .- 214905-A UNASSIGNED,ZALT ; ZFID ; ZFID ; ZALT,
AC15245790,9958530072803338,"http://data.onb.ac.at/ABO/%2BZ98086308;
http://data.onb.ac.at/ABO/%2BZ164418709;
http://data.onb.ac.at/ABO/%2BZ198357806","Z98086308;
Z164418709;
Z198357806","Forster, Georg ; http://d-nb.info/gnd/118534416",<<A>> voyage round the world ; (DE-588)7826436-4,Sammlung der besten Reisebeschreibungen ; Eilfter Band,"<<Dr. Johann Reinhold Forster's und seines Sohns Georg Forster's>> Reise um die Welt, $ unternommen und während den Jahren 1772 bis 1775 in dem vom Kapitän J. Cook kommandirten Schiffe the Resolution ausgeführt",[1],,Brünn,Brünn ; http://d-nb.info/gnd/4008456-5,Brünn ; http://d-nb.info/gnd/4008456-5,"gedruckt bei Joseph Georg Traßler, und im Verlage der Kompagnie","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1786,1786,544 Seiten,,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Zierleisten ; Initialen ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Der Titel ist der Seite 3 entnommen,"Seite 5-30: Vorrede des Verfassers, Datum London 24.03.1777",,ger,eng,Aus dem Englischen übersetzt,,"Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432",,,,,,,,Reisebericht,,,"Forschungsreise ; Weltreise ; Geschichte 1772-1775 ; Cook, James",TravelogueD18 Südamerika Ozeanien,,214905-A.11 MAG .- 251353-A.11 MAG .- 265006-A.11 MAG .- 214905-A UNASSIGNED,ZALT ; ZFID ; ZFID ; ZALT,
AC15245791,9958530072703338,"http://data.onb.ac.at/ABO/%2BZ98086400;
http://data.onb.ac.at/ABO/%2BZ164418801;
http://data.onb.ac.at/ABO/%2BZ198357909","Z98086400;
Z164418801;
Z198357909","Forster, Georg ; http://d-nb.info/gnd/118534416",<<A>> voyage round the world ; (DE-588)7826436-4,Sammlung der besten Reisebeschreibungen ; Zwölfter Band,"<<Dr. Johann Reinhold Forster's und seines Sohns Georg Forster's>> Reise um die Welt, $ unternommen und während den Jahren 1772 bis 1775 in dem vom Kapitän J. Cook kommandirten Schiffe the Resolution ausgeführt",Fortsetzung [das heißt 2],,Brünn,Brünn ; http://d-nb.info/gnd/4008456-5,Brünn ; http://d-nb.info/gnd/4008456-5,"gedruckt bei Joseph Georg Traßler, und im Verlage der Kompagnie","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1786,1786,416 Seiten,,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Zierleisten ; Initialen ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Der Titel ist der Seite 3 entnommen,,,ger,eng,Aus dem Englischen übersetzt,,"Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432",,,,,,,,Reisebericht,,,"Forschungsreise ; Weltreise ; Geschichte 1772-1775 ; Cook, James",TravelogueD18 Ozeanien Südamerika,,214905-A.12 MAG .- 251353-A.12 MAG .- 265006-A.12 MAG .- 214905-A UNASSIGNED,ZALT ; ZFID ; ZFID ; ZALT,
AC15245793,9958530072603338,"http://data.onb.ac.at/ABO/%2BZ98086503;
http://data.onb.ac.at/ABO/%2BZ164418904;
http://data.onb.ac.at/ABO/%2BZ198358008","Z98086503;
Z164418904;
Z198358008","Forster, Georg ; http://d-nb.info/gnd/118534416",<<A>> voyage round the world ; (DE-588)7826436-4,Sammlung der besten Reisebeschreibungen ; Dreizehnter Band,"<<Dr. Johann Reinhold Forster's und seines Sohns Georg Forster's>> Reise um die Welt, $ unternommen und während den Jahren 1772 bis 1775 in dem vom Kapitän J. Cook kommandirten Schiffe the Resolution ausgeführt",Fortsetzung [das heißt 3],,Brünn,Brünn ; http://d-nb.info/gnd/4008456-5,Brünn ; http://d-nb.info/gnd/4008456-5,"gedruckt bei Joseph Georg Traßler, und im Verlage F. A. Schrämbls","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1786,1786,412 Seiten,,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Zierleisten ; Initialen ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Der Titel ist der Seite 3 entnommen,,,ger,eng,Aus dem Englischen übersetzt,,"Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432",,,,,,,,Reisebericht,,,"Forschungsreise ; Weltreise ; Geschichte 1772-1775 ; Cook, James",TravelogueD18 Ozeanien Südamerika,,214905-A.13 MAG .- 265006-A.13 MAG .- 251353-A.13 MAG .- 214905-A UNASSIGNED,ZALT ; ZFID ; ZFID ; ZALT,
AC15245795,9958530072503338,"http://data.onb.ac.at/ABO/%2BZ98086606;
http://data.onb.ac.at/ABO/%2BZ164419003;
http://data.onb.ac.at/ABO/%2BZ198358100","Z98086606;
Z164419003;
Z198358100","Forster, Georg ; http://d-nb.info/gnd/118534416",<<A>> voyage round the world ; (DE-588)7826436-4,Sammlung der besten Reisebeschreibungen ; Vierzehnter Band,"<<Dr. Johann Reinhold Forster's und seines Sohns Georg Forster's>> Reise um die Welt, $ unternommen und während den Jahren 1772 bis 1775 in dem vom Kapitän J. Cook kommandirten Schiffe the Resolution ausgeführt",Fortsetzung [das heißt 4],,Brünn,Brünn ; http://d-nb.info/gnd/4008456-5,Brünn ; http://d-nb.info/gnd/4008456-5,"gedruckt bei Joseph Georg Traßler, und im Verlage F. A. Schrämbls","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1786,1786,528 Seiten,,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Zierleisten ; Initialen ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Der Titel ist der Seite 3 entnommen,,,ger,eng,Aus dem Englischen übersetzt,,"Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432",,,,,,,,Reisebericht,,,"Forschungsreise ; Weltreise ; Geschichte 1772-1775 ; Cook, James",TravelogueD18 Ozeanien Südamerika,,214905-A.14 MAG .- 265006-A.14 MAG .- 251353-A.14 MAG .- 214905-A UNASSIGNED,ZALT ; ZFID ; ZFID ; ZALT,
AC15258914,9958534880703338,,,"Archenholz, Johann Wilhelm <<von>> ; http://d-nb.info/gnd/118503839",,Sammlung der besten Reisebeschreibungen ; Fünfzehnter Band,"England $ von J. W. Archenholtz, vormals Hauptmann in k. preußischen Diensten",,,Brünn,Brünn ; http://d-nb.info/gnd/4008456-5,Brünn ; http://d-nb.info/gnd/4008456-5,"gedruckt bei Joseph Georg Traßler, ; und im Verlage F. A. Schrämbls","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1786,1786,621 Seiten,,,,0,0,0,0,0,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Nachdruck des ersten Teils von ""England und Italien"", Leipzig, Dyk 1785",,,ger,,,,,,,,,,,,Reisebericht,,,Reise ; England ; Geschichte 1769-1779 ; England ; Landeskunde,TravelogueD18 Europa,,265006-A.15 MAG .- 251353-A.15 MAG .- 214905-A UNASSIGNED,ZFID ; ZFID ; ZALT,
AC15243953,9958529667803338,"http://data.onb.ac.at/ABO/%2BZ186306509;
http://data.onb.ac.at/ABO/%2BZ16413950X","Z186306509;
Z16413950X","Coxe, William ; http://d-nb.info/gnd/117710873","Travels into Poland, Russia, Sweden, and Denmark ; 1784-1790 ; http://viaf.org/viaf/179779725",,"Reise durch Polen, Rußland, Schweden und Dänemark $ Mit historischen Nachrichten, und politischen Bemerkungen begleitet $ Von Wilhelm Coxe, Mitglied des königl. Kollegium zu Kambridge, und Kaplan des Herzgs von Marlborough. Aus dem Englischen, von J. Pezzl",Zweyter Band ; Mit Kupfern,,Zürich,Zürich ; http://d-nb.info/gnd/4068038-1,Zürich ; http://d-nb.info/gnd/4068038-1,"bey Orell, Geßner, Füßlin und Kompagnie","Orell, Geßner, Füßli & Cie. ; http://d-nb.info/gnd/5190670-3","Orell, Geßner, Füßli & Cie. ; http://d-nb.info/gnd/5190670-3",1786,1786,"6 ungezählte Seiten, 283 Seiten, 1 ungezähltes Blatt,  7 ungezählte gefaltete Blätter",6 Karten,,6,0,7,7,5,1 Foldout Tabelle,4°,"Die Illustration ist 1 illustrierender Titelkupfer, 6 Kupferstich-Karten. - Fußnoten ; Tabellen",Bibliografischer Nachweis: Engelmann 252 ; Bibliografie Reiseliteratur Eutin,"Ungezählte Seite 3: Vorbericht des Übersetzers J. Pezzl, Datum Wien 12.02.1786",,ger,eng,Aus dem Englischen übersetzt,,,,"Pezzl, Johann ; http://d-nb.info/gnd/118883313",,,,,,Reisebericht,,,Dänemark ; Reise ; Polen ; Reise ; Russland ; Schweden ; Geschichte 1778-1780,TravelogueD18 Europa,,76.B.4.(Vol.2) PRUNK .- 265784-C.2 MAG,ZALT ; ZFID,
AC11169712,9958563976103338,http://data.onb.ac.at/ABO/%2BZ185411401,Z185411401,"Bourrit, Marc-Théodore ; http://d-nb.info/gnd/119042622",Nouvelle description des glacières et glaciers de Savoye,,"Beschreibung der Savoyischen Eisgebürge $ Fortsetzung der Beschreibung der Penninischen und Rhätischen Alpen $ Von Mark Theodor Bourrit, Dohmsänger zu Genf, und Pensionnair des Königs",,,Zürich,Zürich ; http://d-nb.info/gnd/4068038-1,Zürich ; http://d-nb.info/gnd/4068038-1,"bey Orell, Geßner, Füeßlin u. Comp.","Orell, Geßner, Füßli & Cie. ; http://d-nb.info/gnd/5190670-3","Orell, Geßner, Füßli & Cie. ; http://d-nb.info/gnd/5190670-3",1786,1786,"8 ungezählte Seiten, 245 Seiten, 1 ungezählte Seite, 3 ungezählte Seiten",1 Illustration,1,,0,0,0,0,0,8°,Die Illustration ist 1 illustrierendes Titelkupfer,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; VD18 ; Griep, Reiseliteratur und Geographica, 0161 ; Stuck II, 2421","Ungezählte Seite 3-4: Widmungsvorrede des Verfassers an George Louis de Buffon. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Zürich, bey Orell, Geßner, Füeßlin u. Comp. 1786.",,ger,fre,Aus dem Französischen übersetzt,VD18 12044059-003,,,,,,,"Bourrit, Marc-Théodore ; http://d-nb.info/gnd/119042622","Buffon, Georges Louis Le Clerc <<de>> ; http://d-nb.info/gnd/118517252",,,,Forschungsreise ; Savoyer Alpen ; Geschichte 2. Hälfte 18. Jh. ; Gletscherkunde ; Alpen,TravelogueD18 Europa,,80.Cc.104 PRUNK,ZALT,VD18 12044059-003
AC05649262,9958572170303338,http://data.onb.ac.at/ABO/%2BZ16206510X,Z16206510X,"Campe, Joachim Heinrich ; http://d-nb.info/gnd/118518658",,,Sammlung interessanter und durchgängig zweckmäßig abgefaßter Reisebeschreibungen für die Jugend $ von J. H. Campe,Erster Theil,,[Ohne Ort],,,,,,1786,1786,"16 ungezählte Seiten, 296 Seiten",2 Illustrationen,2,,0,0,0,0,0,8°,Die Illustrationen umfassen 2 Holzschnitt-Illustrationen. - Zierleisten ; Initialen ; Fußnoten,"Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 0217 (andere Ausgabe). - Enthält Nacherzählungen Campes von drei Reiseberichten und einen Reisebericht Campes","Widmungsvorrede von Joachim Heinrich Campe, Datum Trittow 01.05.1785",,ger,,,,,,,,,,,,Reisebericht,,"Campe, Joachim Heinrich ; Kleine Reise von Trittow nach Wismar und von da nach Schwerin","Entdeckungsreise ; Nordostpassage ; Arktis ; Heemskerk, Jan ; Geschichte 1596-1597 ; Entdeckungsreise ; Spitzbergen ; Geschichte 1743 ; Entdeckungsreise ; Schiffsreise ; Afrika ; Ostindien ; Geschichte 1496-1497 ; Reise ; Campe, Joachim Heinrich ; Deutschland ; Geschichte 1785 ; Briefsammlung",TravelogueD18 Europa Asien Arktis,,255568-A.1 MAG,ZFID,
AC10239875,990034044530603338,http://data.onb.ac.at/ABO/%2BZ148208308,Z148208308,,"Voyage dans les Etats Barbaresques de Maroc, Alger, Tunis et Tripoly ; 1785",,"Reise eines französischen Officiers durch die barbarischen Staaten Maroko, Algier, Tunis und Tripolis welche zuverlässige Nachrichten und genaue Bemerkungen von diesen Ländern enthält",,,Frankfurt und Leipzig,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2 .- Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Christoph Weigel= und A. G. Schneiderischen Kunst= und Buchhandlung,Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung ; http://d-nb.info/gnd/5311115-1,,1787,1787,"112 Seiten, 1 ungezähltes mehrfach gefaltetes Blatt Karte",1 Karte,,1,0,1,1,1,0,8°,1 gestochene Karte. - Holzschnitt-Vignetten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Worldcat OCLC-838135457 ; Kainbacher, Erforschung Afrikas, S. 7. - Anonym erschienen ; Werktitel nach Vorbericht der Quelle und Bibliografie Reiseliteratur Eutin",Seite 3-4: Vorbericht,Signaturformel: A-G8,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Reisebericht,,,Nordafrika ; Geschichte 1781-1785 ; Reise ; Algerien ; Tunesien ; Marokko,TravelogueD18 Afrika ; TravelogueD18 Orient,,"251329-B.7,2 MAG",ZFID,
AC10383655,990035511830603338,http://data.onb.ac.at/ABO/%2BZ148208400,Z148208400,"Tott, François <<de>> ; http://d-nb.info/gnd/117727776",Mémoires sur les Turcs et les Tartares ; (DE-588)4809561-8,,<<Herrn Baron von Tott's>> Nachrichten von den Türken und Tataren $ mit Herrn von Peyssonnel's Verbesserungen und Zusätzen. Aus dem Französischen,Erster Theil ; Mit Kupfern,,Frankfurt und Leipzig,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2 .- Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Christoph Weigel= und A. G. Schneiderischen Kunst= und Buchhandlung,Adam Gottlieb Schneider-Weigelsche Kunst- und Buchhandlung ; http://d-nb.info/gnd/5311115-1,,1787,1787,"7 ungezählte Seiten, 312 Seiten, 20 ungezählte Blätter Bildtafeln",20 Illustrationen,20,,0,0,0,0,0,8°,Die Illustrationen umfassen 20 Kupferstichillustrationen. - Holzschnitt-Vignetten auf den Titelblättern und am Ende ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 1142 ; Engelmann II, 993 ; Stuck I, 3421",Ungezählte Seite 4-5: Vorrede der Verleger,,ger,fre,Aus dem Französischen übersetzt,,,,,"Peyssonnel, Charles <<de>> ; http://d-nb.info/gnd/124383645",,"Weigel, Christoph ; http://d-nb.info/gnd/118630067",,,Reisebericht,,,,TravelogueD18 Asien ; TravelogueD18 Orient,,251329-B.10 MAG,ZFID,
AC02246760,990001881850603338,http://data.onb.ac.at/ABO/%2BZ24689306,Z24689306,"Hammer, August Friedrich Ephraim ; http://d-nb.info/gnd/1025030923",Reise durch Oberschlesien zur Rußisch-Kayserlichen Armee nach der Ukraine,,"<<C. F. E. Hammards, ehemaligen k. preußischen Jngenieur=Lieutenants und Teich= und Straßeninspectors von Oberschlesien,>> Reise durch Oberschlesien zur Rußisch=Kayserlichen Armee nach der Ukraine und zum Feldmarschall Rümanzow Sadunaiskoy",Erster Band ; Mit Pl. und Kupf.,,Gotha,Gotha ; http://d-nb.info/gnd/4021652-4,,in der Ettingerschen Buchhandlung,"Ettinger'sche Buchhandlung ; http://d-nb.info/gnd/7546865-7 .- Ettinger, Carl Wilhelm ; http://d-nb.info/gnd/13022636X",,1787,1787,"8 ungezählte Seiten, 262 Seiten, 2 ungezählte Seiten, III gefaltete Blätter, 1 ungezähltes gefaltetes Blatt","2 Karten, 1 Illustration",1,2,1,4,0,0,1 Foldout = Tabelle,8°,"Die Illustrationen sind 2 Kupferstich-Karten und 1 Kupferstich-Plan (gestochen und signiert von Thoenert). - Holzschnitt-Vignetten, Zierleisten, Initialen ; 1 Tabelle",Bibliografischer Nachweis:,"Ungezählte Seite 3-4: Widmung an Katharina II., Kaiserin von Russland. - Ungezählte Seite 5-8: Vorrede",,ger,,,,,,,,,"Thoenert, Medardus ; http://d-nb.info/gnd/131858742","Hammer, August Friedrich Ephraim ; http://d-nb.info/gnd/1025030923",,Reisebericht,,,Oberschlesien ; Reise ; Geschichte 1787,TravelogueD18 Europa,,361890-B.1 MAG,ZKAR,
AC09787927,990029426640603338,,,,"<<An>> Account of the Voyages undertaken by the Order of His Present Majesty for Making Discoveries in the Southern Hemisphere, and successively performed by Commodore Byron, Captain Carteret, Captain Wallis, and Captain Cook ; 1773",,"Geschichte der See=Reisen und Entdeckungen im Süd=Meer $ welche auf Befehl Sr. Großbrittannischen Majestät George des Dritten unternommen worden sind. Aus den Tagebüchern der Schiffs=Befehlshaber und den Handschriften der Gelehrten Sir J. Banks; Dr. Solander; Dr. J. R. Forster; Dr. G. Forster und Herrn Anderson, welche diesen Reisen als Naturkundiger beygewohnt haben herausgegeben $ Aus dem Englischen übersetzt von Herrn Georg Forster Königl. Polnischem geheimen Rath; Prof. der Naturgeschichte in Wilna; der Arzneywiss. und der Philosophie Doctor; Mitglied der Römischkaiserl. Acad. der Natruf. der K. Soc. der Wissensch. zu London; der K. Acad. der Wiss. zu Berlin; der K. Acad. der Arzneywiss. zu Madrit; der K. Soc. der Wissensch. zu Copenhagen, der Früstl. Hess. Soc. der Alterth. u. des Ackerbaues und der freyen Künste zu Cassel etc. und Correspondent der Königl. Soc. der Wissensch. zu Göttingen. mit Zusätzen für den deutschen Leser, imgleichen mit einer Einleitung des Uebersetzers vermehrt und durch Kupfer und Charten erläutert",Sechster Band,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,bey Haude und Spener,"Ambrosius Haude und Joh. Carl Spener, Königl. und der Academie der Wissenschaften Buchhändler ; http://d-nb.info/gnd/10010164-1",,1787,1787,"6 ungezählte Seiten, XVI, 114, 504 Seiten, 2 ungezählte Seiten, 16 ungezählte Blätter Bildtafeln, 3 ungezählte gefaltete Blätter Karten","16 Illustrationen, 3 Karten",16,3,16,1,1,1,2 Karten fehlen im Original,4°,"Die Illustrationen umfassen 3 gestochene Karten und 16 Kupferstichillustrationen (gestochen und gezeichnet von Jäck, Uhlemann, Hüllmann, Fritzsch, Rinck). - Kupferstich-Vignetten ; Initialen ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0274","Widmungsvorrede von Georg Forster and den Kaiser Joseph II. - Vorrede des Übersetzers Georg Forster, Datum Wilna 31.03.1787. - Am Ende Nachricht der Verleger Haude und Spener, Datum Berlin 02.05.1787",,ger,eng,Enthält Expression eines aus dem Englischen übersetzten Werkes,,"Cook, James ; http://d-nb.info/gnd/118522027 .- King, James ; http://d-nb.info/gnd/128917067",,"Forster, Georg ; http://d-nb.info/gnd/118534416",,,"Rinck, J. S. .- Webber, J. .- Fritzsch, Johann Christian Gottfried ; http://d-nb.info/gnd/128873868 .- Uhlemann, Christian Friedr. Traugott ; http://d-nb.info/gnd/132656159 .- Hüllmann, Gottlieb Wilhelm ; http://d-nb.info/gnd/104365021 .- Jäck, Carl ; http://d-nb.info/gnd/1016850247","Forster, Georg ; http://d-nb.info/gnd/118534416",Joseph ; http://d-nb.info/gnd/118558404,Reisebericht,,"Cook, James ; <<A>> Voyage to the Pacific Ocean","Cook, James ; Forschungsreise ; Geschichte 1776-1780 ; King, James",TravelogueD18 Ozeanien Asien,,"394167-C.6,1 MAG .- UNASSIGNED",ZKAR ; ZKAR,
